num,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
29,1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,['AURORA'],0.422,0.302,11,-9.214,1,0.629,7.83e-05,0.104,0.123,114.089,248827,4,87
30,6Tio0ZoDeSQnI7EBAqWer2,Cover Me In Sunshine,P!nk,"['P!nk', 'Willow Sage Hart']",0.476,0.594,5,-6.879,1,0.0599,0.0,0.0785,0.314,159.702,141050,4,86
31,7jXQUrVhEpXdymfFWNDnQW,BED,Joel Corry,"['Joel Corry', 'RAYE', 'David Guetta']",0.663,0.783,6,-4.585,1,0.0134,0.00179,0.325,0.622,123.986,178088,4,67
32,15OCqNPYoLziEAsbVnqRj5,Good Without,Mimi Webb,['Mimi Webb'],0.616,0.576,11,-5.495,0,0.0723,0.0,0.375,0.269,89.962,182121,4,82
33,5SFXOMJJ334Wn2PwBHeRZN,Girls Like Us,Zoe Wees,['Zoe Wees'],0.444,0.648,1,-4.955,1,0.288,0.0,0.059,0.171,125.706,189000,5,84
34,2CdTLdDjwZdVcm0bresVWx,Otra Noche Sin Ti,J Balvin,"['J Balvin', 'Khalid']",0.503,0.548,0,-7.564,0,0.0751,0.000234,0.145,0.441,94.036,228920,4,84
35,2pn8dNVSpYnAtlKFC8Q0DJ,On The Ground,ROSÉ,['ROSÉ'],0.311,0.607,1,-6.578,1,0.0174,0.0,0.131,0.286,188.7,168086,4,83
36,2z0IupRlVRlDN5r2IVqHyN,Shy Away,Twenty One Pilots,['Twenty One Pilots'],0.588,0.856,9,-5.242,0,0.000818,0.0739,0.238,0.635,96.966,175044,4,84
37,4MmMxyew8yq1OEyJOMaX6M,As I Am (feat. Khalid),Justin Bieber,"['Justin Bieber', 'Khalid']",0.608,0.547,11,-8.151,1,0.131,0.0,0.0974,0.108,99.947,174406,4,82
38,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,['SZA'],0.436,0.655,1,-8.37,0,0.499,8.1e-06,0.688,0.412,121.002,279204,4,91
39,2pPO9YecZimmuVQfIzfV6U,Wasted Love (feat. Lagique),Ofenbach,"['Ofenbach', 'Lagique']",0.734,0.855,6,-4.578,0,0.0821,4.73e-06,0.0901,0.54,121.955,139563,4,86
40,6ft4hAq6yde8jPZY2i5zLr,Paradise (feat. Dermot Kennedy),MEDUZA,"['MEDUZA', 'Dermot Kennedy']",0.632,0.595,8,-7.644,0,0.0689,0.0,0.209,0.435,124.114,167903,4,90
41,6Im9k8u9iIzKMrmV7BWtlF,34+35,Ariana Grande,['Ariana Grande'],0.83,0.585,0,-6.476,1,0.237,0.0,0.248,0.485,109.978,173711,4,89
42,7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,['Olivia Rodrigo'],0.585,0.436,10,-8.761,1,0.721,1.31e-05,0.105,0.132,143.874,242014,4,96
43,7FdUvDkaE24o3FPIWTvzv2,Follow You,Imagine Dragons,['Imagine Dragons'],0.542,0.732,9,-5.956,1,0.00209,7.92e-05,0.496,0.489,124.912,175644,4,86
44,3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),24kGoldn,"['24kGoldn', 'iann dior']",0.7,0.722,7,-3.558,0,0.221,0.0,0.272,0.756,90.989,140526,4,86
45,47EiUVwUp4C9fGccaPuUCS,DÁKITI,Bad Bunny,"['Bad Bunny', 'Jhay Cortez']",0.731,0.573,4,-10.059,0,0.401,5.22e-05,0.113,0.145,109.928,205090,4,91
46,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,['Billie Eilish'],0.889,0.34,11,-7.773,0,0.218,0.13,0.055,0.716,94.009,174321,4,89
47,0D75ciM842cdUMKSMfAR9y,Baila Conmigo (with Rauw Alejandro),Selena Gomez,"['Selena Gomez', 'Rauw Alejandro']",0.824,0.545,5,-7.127,1,0.0221,0.00375,0.097,0.683,149.912,186088,4,77
48,5Kskr9LcNYa0tpt5f0ZEJx,Calling My Phone,Lil Tjay,"['Lil Tjay', '6LACK']",0.907,0.393,4,-7.636,0,0.451,1.35e-06,0.135,0.202,104.949,205458,4,86
49,3aQem4jVGdhtg116TmJnHz,What’s Next,Drake,['Drake'],0.781,0.594,0,-6.959,0,0.0136,0.0,0.162,0.0628,129.895,178154,4,89
0,61u5uSTeVRurydvbWdfqDc,In My Bones (feat. Kimbra & Tank and The Bangas),Jacob Collier,"['Jacob Collier', 'Kimbra', 'Tank and The Bangas']",0.901,0.83,1,-6.255,0,0.172,3.69e-06,0.266,0.684,129.051,249290,4,33
1,51ChrwmUPDJvedPQnIU8Ls,Dive,Ed Sheeran,['Ed Sheeran'],0.761,0.386,4,-6.158,1,0.355,0.0,0.0953,0.526,134.943,238440,3,76
2,68j5DYmCikBzcp60Sv6xWO,All I Need (with Mahalia & Ty Dolla $ign),Jacob Collier,"['Jacob Collier', 'Mahalia', 'Ty Dolla $ign']",0.485,0.492,5,-6.462,0,0.425,0.0,0.105,0.876,78.001,243787,4,55
3,0Y8kxAuBh8Oc8n6cyDTQ8Q,Light As Anything,Cory Wong,"['Cory Wong', 'Robbie Wulfsohn']",0.76,0.631,9,-5.661,1,0.0658,0.000281,0.0819,0.644,93.992,291133,4,50
4,1SHA4IJyiyNobDOrQzFFXy,Animal Spirits,Vulfpeck,['Vulfpeck'],0.751,0.713,1,-7.333,1,0.156,9.59e-05,0.0508,0.906,100.856,190802,4,58
5,3ZiuxcBeRanTjfHzVBuuQe,Would You Be So Kind,dodie,['dodie'],0.662,0.616,4,-9.621,1,0.156,0.000222,0.126,0.614,160.071,180952,4,65
6,1DrlLvlYd1FIjNavRm6NdX,Back Pocket,Vulfpeck,['Vulfpeck'],0.839,0.585,2,-7.738,1,0.478,0.00281,0.0435,0.89,89.821,181260,4,64
7,4EcYqXGZ1MOl7gBLcRO9Ya,still feel.,half•alive,['half•alive'],0.779,0.525,10,-5.756,0,0.148,0.0,0.0675,0.698,120.018,247438,4,53
8,7MGNHuYwmm9UjQgdVciO1v,Feel (feat. Lianne La Havas),Jacob Collier,"['Jacob Collier', 'Lianne La Havas']",0.611,0.134,11,-13.96,1,0.836,0.0184,0.081,0.136,115.909,390560,3,52
9,74IgSPXYXx7v95NpCzGgsW,Share Your Address,Ben Platt,['Ben Platt'],0.582,0.829,11,-5.054,1,0.209,0.0,0.0828,0.714,127.937,182467,4,59
10,2RJfK2pOvGpnxC255YOy5k,Rose-Colored Boy,Paramore,['Paramore'],0.768,0.826,5,-4.904,1,0.00199,0.000374,0.031,0.926,114.997,212853,4,64
11,1Bw45KRmdKpX2pkIADDP0B,Walcott,Vampire Weekend,['Vampire Weekend'],0.482,0.559,5,-5.454,1,0.541,0.00273,0.223,0.597,80.777,221600,4,0
12,1yjY7rpaAQvKwpdUliHx0d,Still into You,Paramore,['Paramore'],0.602,0.923,5,-3.763,1,0.0098,0.0,0.0561,0.765,136.01,216013,4,83
13,7l0Lr7Tl4Gt8hQj4v3rwtf,I'm Not A Vampire,Falling In Reverse,['Falling In Reverse'],0.235,0.965,2,-2.882,0,0.00887,0.0,0.0448,0.322,185.278,231840,4,70
14,4rMgW2G2lQxVvGdgwajnfy,Run Away With Me,Adam Neely,"['Adam Neely', 'Kate Steinberg']",0.245,0.674,1,-8.361,1,0.0136,1.35e-05,0.0991,0.302,90.014,287881,3,35
15,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,Muse,['Muse'],0.668,0.921,7,-3.727,1,0.0492,0.00517,0.0877,0.782,120.0,212440,4,79
16,4dwrL3Z5U2RZ6MZiKE2PgL,Superstition,Stevie Wonder,['Stevie Wonder'],0.648,0.751,8,-8.582,1,0.0182,0.000401,0.0418,0.863,100.437,244827,4,0
17,1RMJOxR6GRPsBHL8qeC2ux,Best Part (feat. H.E.R.),Daniel Caesar,"['Daniel Caesar', 'H.E.R.']",0.524,0.364,7,-10.209,1,0.808,0.0,0.1,0.436,75.24,209831,4,79
18,2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,['Twenty One Pilots'],0.645,0.713,6,-5.355,1,0.00835,0.0,0.113,0.566,74.989,214507,4,83
