num,id,title,first_artist,all_artists,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,popularity
0,0vDK5l1Gv6TZviOYJgP3Y0,"You, Dear",Eloise,['Eloise'],0.713,0.476,11,-7.782,1,0.763,0.0,0.395,0.418,71.021,187125,4,0
1,5uQRmdIqyMmKPWJcot4UmV,Garden Song,Phoebe Bridgers,['Phoebe Bridgers'],0.528,0.273,0,-16.623,1,0.864,0.00617,0.111,0.158,98.311,219682,4,67
2,49UDOG8DoBajXTJSTqfRMg,Kyoto,Phoebe Bridgers,['Phoebe Bridgers'],0.599,0.742,11,-6.886,1,0.0488,0.32,0.0916,0.493,131.014,184524,4,72
3,7yR6GEJsPI6kmNRvFkPuN3,Punisher,Phoebe Bridgers,['Phoebe Bridgers'],0.428,0.226,1,-12.82,1,0.986,0.000402,0.108,0.212,129.163,189623,3,63
4,6sALLrBPX30ptG1HWH6vmW,Moon Song,Phoebe Bridgers,['Phoebe Bridgers'],0.38,0.24,1,-12.544,1,0.871,0.00287,0.107,0.172,103.818,277677,4,65
5,4BNew3AqFCvABdFsYMRiyB,Savior Complex,Phoebe Bridgers,['Phoebe Bridgers'],0.369,0.441,4,-11.879,1,0.931,0.0199,0.105,0.218,128.968,241640,3,66
6,3cr3oAP4bQFNjZBV7ElKaB,I Know The End,Phoebe Bridgers,['Phoebe Bridgers'],0.328,0.32,1,-10.282,1,0.324,0.019,0.234,0.259,111.453,344693,4,68
7,0xF4pgg7PrOG1HccKenJYz,Funeral,Phoebe Bridgers,['Phoebe Bridgers'],0.215,0.263,11,-14.416,1,0.947,0.00028,0.0919,0.307,172.332,232373,4,53
8,1CSMJfLvDbA2EirGbrIHAX,Demi Moore,Phoebe Bridgers,['Phoebe Bridgers'],0.392,0.175,2,-12.642,1,0.965,0.265,0.102,0.19,78.418,198532,4,44
9,36DPRfPRHwkNKmFSXESAKG,Scott Street,Phoebe Bridgers,['Phoebe Bridgers'],0.509,0.417,10,-9.632,1,0.77,0.0946,0.0887,0.482,134.956,305001,4,45
10,4a92Q0PPaDPKGAYedeYByP,Killer,Phoebe Bridgers,['Phoebe Bridgers'],0.499,0.127,0,-13.775,1,0.972,5.41e-06,0.113,0.0754,113.414,189213,4,44
11,3hJuRw5ZlIE37C9gPpbEVz,Georgia,Phoebe Bridgers,['Phoebe Bridgers'],0.479,0.439,2,-11.877,1,0.865,0.0124,0.105,0.285,101.89,247307,4,45
12,7IovFxqWV6RbT1ZB8IxZVr,You Missed My Heart,Phoebe Bridgers,['Phoebe Bridgers'],0.434,0.114,0,-14.155,1,0.963,1.55e-05,0.106,0.0799,73.504,417493,4,44
13,00GDwXZb7AUNgmKf1ECj0G,Did It to Myself,Orla Gartland,['Orla Gartland'],0.751,0.429,5,-10.552,1,0.0627,5.54e-05,0.0993,0.393,95.025,196940,4,34
14,37XSHvNDu2RjMOlMYyouiA,Figure It Out,Orla Gartland,['Orla Gartland'],0.594,0.337,10,-8.226,1,0.0882,0.0,0.175,0.166,184.034,200804,3,35
15,3p3uYUc79q8dAiVnduMCoc,Heavy,Orla Gartland,['Orla Gartland'],0.645,0.19,5,-12.02,1,0.785,0.000435,0.102,0.112,139.981,244947,4,27
16,6b7P9ZrNbF7WNczuIJqJL1,Oh GOD,Orla Gartland,['Orla Gartland'],0.787,0.241,2,-9.115,1,0.221,0.0197,0.167,0.5,92.526,166413,3,46
17,35qRwSUu7Z5bvqTE7iGyxi,New Friends,Orla Gartland,['Orla Gartland'],0.676,0.154,7,-12.819,1,0.936,1.83e-05,0.0948,0.353,95.109,178001,4,32
18,7GxyVndw3cC5Pw27dw8AQM,Did It To Myself,Orla Gartland,['Orla Gartland'],0.751,0.429,5,-10.552,1,0.0627,5.54e-05,0.0993,0.393,95.025,196940,4,44
19,45h4w81P5iJJTSeR0jJUQ8,She,dodie,['dodie'],0.479,0.154,2,-15.051,1,0.755,0.0261,0.11,0.232,92.457,213612,4,70
20,0BVABsIxUao7oUaDNJ16lT,Cool Girl,dodie,['dodie'],0.73,0.205,2,-15.489,1,0.872,0.0593,0.095,0.206,124.989,199385,4,40
21,6AURpqbH7V45OwiyQBkgpW,Arms Unfolding,dodie,['dodie'],0.444,0.0667,2,-15.892,1,0.993,0.00016,0.128,0.318,82.602,95765,3,51
22,5K2cBicu96Pf4mrBv3Jojk,If I'm Being Honest,dodie,['dodie'],0.435,0.191,10,-12.436,1,0.919,0.033,0.114,0.193,112.1,279324,4,54
23,6aDyiU2cVrqh33UEnEo3WA,6/10,dodie,['dodie'],0.262,0.163,7,-15.949,1,0.946,0.0948,0.103,0.0394,76.501,185488,4,51
24,3uYxmgnOA9lJYAsHyEbbWA,Intertwined,dodie,['dodie'],0.433,0.126,7,-20.93,1,0.952,0.223,0.115,0.0782,88.572,191100,3,52
25,7a9udNo0GU97xnMAkjLdmE,Sick of Losing Soulmates,dodie,['dodie'],0.519,0.275,2,-15.949,1,0.645,0.135,0.356,0.113,75.148,267300,4,50
26,04mAOoQNsXmDJlyupJwmkO,Waiting Room,Phoebe Bridgers,['Phoebe Bridgers'],0.531,0.289,2,-10.065,1,0.339,0.000376,0.134,0.119,129.747,393962,4,54
27,19CSr8rwW05VJL2F91KFNK,ivy,Taylor Swift,['Taylor Swift'],0.515,0.545,2,-9.277,1,0.855,1.97e-05,0.0921,0.535,88.856,260440,4,71
28,0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,['Taylor Swift'],0.462,0.24,0,-12.077,1,0.92,0.0,0.113,0.32,171.319,244000,4,79
29,6Kkt27YmFyIFrcX3QXFi2o,Liability,Lorde,['Lorde'],0.587,0.229,10,-11.254,0,0.92,0.0,0.1,0.379,75.67,171728,4,74
30,7l94AyvXRwnQgKccUU3PRN,April,Beach Bunny,['Beach Bunny'],0.549,0.836,9,-3.261,1,0.000299,0.0603,0.197,0.745,118.043,198419,4,57
31,015ROS1oTBabLaOLMzDF47,Hate Myself,dodie,['dodie'],0.755,0.53,8,-12.514,1,0.92,0.0334,0.15,0.903,103.985,208092,4,58
32,1yYlpGuBiRRf33e1gY61bN,Night Shift,Lucy Dacus,['Lucy Dacus'],0.48,0.311,9,-7.887,1,0.313,1.52e-05,0.113,0.162,86.15,391829,4,63
33,1Ac5BDsGUMQ3tsW2vnc52x,First Love / Late Spring,Mitski,['Mitski'],0.443,0.545,0,-8.196,1,0.000813,0.0137,0.202,0.104,99.914,278640,4,68
34,6Ju28M6P8Y8sLjBgWjyUUD,Hunger,Florence + The Machine,['Florence + The Machine'],0.729,0.675,2,-5.62,0,0.53,0.0,0.0985,0.332,116.016,214667,4,64
35,3MZ7TxuXNnwYXm2KZGap5g,South London Forever,Florence + The Machine,['Florence + The Machine'],0.676,0.577,9,-7.82,0,0.613,0.0013,0.195,0.49,107.0,262680,4,55
36,47a7Hn4fFE4mHgVJF19CO1,No Choir,Florence + The Machine,['Florence + The Machine'],0.401,0.292,0,-8.414,1,0.919,3.32e-06,0.396,0.299,88.744,149120,4,50
37,6nmr64Mo4RD3R1pLshvmoG,Patricia,Florence + The Machine,['Florence + The Machine'],0.507,0.652,9,-5.872,0,0.528,0.000501,0.108,0.191,118.003,217413,4,51
38,3o9qzsqkT0mvfxcusUaXsN,Delilah,Florence + The Machine,['Florence + The Machine'],0.426,0.87,9,-3.821,0,0.096,0.0,0.112,0.414,169.946,293468,4,37
39,3EhEax4z5YuC2EBOLU5g63,TTCL,Eloise,['Eloise'],0.499,0.255,8,-10.233,1,0.879,0.0,0.206,0.157,108.413,169230,5,48
40,7ovQIyGcfqymJ0OjcyA03O,Welcome to Eden,Samia,['Samia'],0.562,0.268,5,-6.502,1,0.95,0.0,0.117,0.205,115.314,216919,3,38
41,42ri8tCtPeHfGQJTo7zIVX,Small Foreign Faction,Haley Blais,['Haley Blais'],0.709,0.464,7,-8.481,1,0.534,0.575,0.0833,0.556,113.983,213633,4,44
42,6gjUxk2gNqaMtTYV0t3PPB,Elise,The Greeting Committee,['The Greeting Committee'],0.64,0.0561,0,-13.156,1,0.864,0.0,0.165,0.227,123.258,254750,3,53
43,5AluhPmbCey3P8SAyc6Adu,Apricots,Diet Cig,['Diet Cig'],0.6,0.0379,10,-20.429,1,0.926,0.0,0.318,0.659,55.228,64543,4,39
44,4HfLQJtVT1KiX1eVedDyTm,Alaska,Maggie Rogers,['Maggie Rogers'],0.847,0.386,9,-10.668,0,0.411,0.00176,0.108,0.178,104.001,188000,4,68
45,5BK0uqwY9DNfZ630STAEaq,gold rush,Taylor Swift,['Taylor Swift'],0.512,0.462,9,-10.491,1,0.83,0.166,0.121,0.353,112.05,185320,4,74
46,7dW84mWkdWE5a6lFWxJCBG,‘tis the damn season,Taylor Swift,['Taylor Swift'],0.575,0.434,5,-8.193,1,0.735,6.59e-05,0.105,0.348,145.916,229840,4,72
47,3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",Taylor Swift,"['Taylor Swift', 'HAIM']",0.546,0.613,7,-7.589,0,0.418,0.0,0.103,0.535,79.015,215627,4,74
48,2I8YAEA1VmCuP1wkJHMpTw,mirrorball,Taylor Swift,['Taylor Swift'],0.549,0.417,7,-10.064,1,0.686,1.9e-06,0.0604,0.347,110.137,208973,4,62
49,76mOLcXOjOEhyY4mMF1l3r,seven,Taylor Swift,['Taylor Swift'],0.602,0.494,4,-10.813,1,0.888,2.59e-05,0.0902,0.374,94.955,208907,4,61
50,6nK2pIKFcRc5frrZKHgsiT,august,Taylor Swift,['Taylor Swift'],0.387,0.634,5,-9.222,1,0.553,6.93e-05,0.0931,0.42,89.567,261920,4,64
51,2ehRU518I0hYqMGQnk4lDY,invisible string,Taylor Swift,['Taylor Swift'],0.651,0.459,4,-11.128,0,0.859,6.63e-05,0.105,0.454,83.455,252880,4,61
52,3IhtE4fkytdrtEfV34UzkD,betty,Taylor Swift,['Taylor Swift'],0.595,0.376,0,-8.767,1,0.589,0.0,0.0989,0.476,95.946,294520,4,62
53,74uoN2UfgdUAzwVeFaRUE2,Me & My Dog,Julien Baker,"['Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",0.487,0.509,0,-9.051,1,0.58,0.00878,0.115,0.2,94.017,206465,4,60
54,21JL0gpeAYgbSUmzhgSPJz,Souvenir,Julien Baker,"['Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",0.605,0.299,6,-11.192,0,0.751,0.474,0.0943,0.181,109.008,212467,4,62
55,18Zr5WWu7X9LVool3pJRum,Two Slow Dancers,Mitski,['Mitski'],0.225,0.106,0,-13.166,1,0.797,0.000767,0.108,0.0535,81.392,239304,4,62
56,5Yb82JrDj09gQHQtjWgYYo,Pink in the Night,Mitski,['Mitski'],0.262,0.398,2,-9.509,1,0.184,0.0,0.294,0.11,102.835,136668,4,63
57,5hgWjrfgnDb29uCaQ1UovU,Lonesome Love,Mitski,['Mitski'],0.376,0.729,2,-7.336,1,0.332,2.47e-06,0.676,0.214,176.784,110919,3,56
58,6bTn1ovliI0OkjUNkiMBJq,Nobody,Mitski,['Mitski'],0.398,0.716,0,-5.254,1,0.0764,0.0,0.0848,0.494,117.295,193429,4,79
59,6J2LdBN97cDWn0MLxYh9HB,July,Noah Cyrus,['Noah Cyrus'],0.708,0.186,9,-8.953,0,0.868,0.0,0.0779,0.322,72.541,156106,4,83
60,6vFsBXYczYsP0H3lgunZOm,Cloud 9,Beach Bunny,['Beach Bunny'],0.637,0.929,4,-3.593,1,0.00167,2.62e-05,0.344,0.902,80.974,147351,4,85
61,1IDnFozF1yTHxw922yLzAz,Denim Jacket,Sammy Rae & The Friends,['Sammy Rae & The Friends'],0.751,0.653,5,-10.013,0,0.226,0.0,0.105,0.798,118.013,247519,4,43
62,2zu97zKBS0SI2GBNcoCLe9,Jackie Onassis,Sammy Rae & The Friends,['Sammy Rae & The Friends'],0.477,0.556,1,-10.063,1,0.196,0.0,0.0885,0.541,104.721,293143,4,39
63,64RnNCeDJW1iSTVzwVAaqa,Whatever We Feel,Sammy Rae & The Friends,['Sammy Rae & The Friends'],0.562,0.715,2,-7.852,1,0.579,0.0,0.75,0.744,107.426,208966,4,47
64,4uuEGH5SVuzkkSFjo2DEiY,Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,['Taylor Swift'],0.563,0.473,3,-11.548,1,0.514,1.2e-05,0.109,0.405,101.934,208609,4,76
65,4yzylk4VDVswmMaCZQCMeA,Chameleon,Jenae Ailia,['Jenae Ailia'],0.657,0.272,7,-9.459,1,0.91,0.023,0.112,0.238,109.905,167000,4,37
66,6hP86aUrozbwTFahTroiIG,Not Forever After,Olivia Klugman,['Olivia Klugman'],0.598,0.277,11,-9.643,1,0.884,5.03e-06,0.162,0.497,89.709,219220,4,32
67,44spdItKKM7rOtKswbBG0U,Graceland Too,Phoebe Bridgers,['Phoebe Bridgers'],0.44,0.34,10,-10.37,1,0.872,0.0,0.116,0.361,150.128,236350,4,63
68,0ltmioOsLQsL0OFgcPbdVi,i saw you in a dream,The Japanese House,['The Japanese House'],0.26,0.261,4,-9.651,1,0.837,0.0,0.249,0.226,138.2,200304,3,58
0,2ieu0FHqTpBUrMoCFVL3cb,Potential Breakup Song,Aly & AJ,['Aly & AJ'],0.554,0.899,6,-4.149,0,0.000469,0.000365,0.0867,0.556,157.995,218333,4,71
1,3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,['Kelly Clarkson'],0.662,0.741,0,-5.406,1,0.00165,0.0303,0.114,0.404,131.0,188960,4,72
2,1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,Adele,['Adele'],0.556,0.319,9,-8.251,1,0.893,0.0,0.0996,0.294,135.187,285240,4,78
3,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Justin Bieber,['Justin Bieber'],0.609,0.378,4,-9.828,1,0.835,0.0,0.28,0.515,100.418,233720,4,82
4,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,Gotye,"['Gotye', 'Kimbra']",0.864,0.495,0,-7.036,1,0.591,0.000133,0.0992,0.72,129.062,244973,4,78
5,6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable,Beyoncé,['Beyoncé'],0.447,0.694,7,-4.637,0,0.0293,5.46e-06,0.167,0.509,175.868,227853,4,72
6,1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,['Elton John'],0.504,0.904,6,-6.863,1,0.356,0.121,0.14,0.772,176.808,183440,4,81
7,7cv28LXcjAC3GsXbUvXKbX,I Will Survive - Single Version,Gloria Gaynor,['Gloria Gaynor'],0.777,0.725,0,-8.681,1,0.0131,0.00805,0.246,0.529,116.669,198066,4,72
8,3K7Q9PHUWPTaknlbFPThn2,Celebration,Kool & The Gang,['Kool & The Gang'],0.885,0.664,1,-11.795,1,0.145,0.0483,0.0767,0.906,121.632,298867,4,69
9,5ecZWU5uQOiCVSnPxBZNmT,7 Things - Single Version,Miley Cyrus,['Miley Cyrus'],0.59,0.903,1,-4.478,0,0.0232,0.0,0.0786,0.542,107.023,213453,4,64
10,62PaSfnXSMyLshYJrlTuL3,Hello,Adele,['Adele'],0.578,0.43,5,-6.134,0,0.33,0.0,0.0854,0.288,78.991,295502,4,74
11,5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,['Avril Lavigne'],0.585,0.776,5,-5.898,1,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,78
12,0HZhYMZOcUzZKSFwPOti6m,Jar of Hearts,Christina Perri,['Christina Perri'],0.349,0.348,3,-6.142,1,0.726,0.0,0.12,0.0886,74.541,246587,4,74
13,7AEAGTc8cReDqcbPoY9gwo,We Are Never Ever Getting Back Together,Taylor Swift,['Taylor Swift'],0.628,0.676,7,-5.911,1,0.00957,2.65e-05,0.102,0.75,85.984,191880,4,65
14,4DTrKnvkHtwQN6kBu4XXIF,She's So Gone,Naomi Scott,['Naomi Scott'],0.518,0.861,11,-4.002,1,0.0277,1.42e-06,0.249,0.457,141.986,186453,4,68
15,7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,['Olivia Rodrigo'],0.585,0.436,10,-8.761,1,0.721,1.31e-05,0.105,0.132,143.874,242014,4,96
16,5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,Lizzo,['Lizzo'],0.715,0.624,4,-3.046,0,0.11,0.0,0.123,0.412,158.087,173325,4,70
17,1v6svH1Fyx9C1nIt1mA2DT,All I Want,Olivia Rodrigo,['Olivia Rodrigo'],0.376,0.43,0,-6.585,0,0.0902,0.0,0.0912,0.129,77.599,177323,3,73
18,6bUNEbXT7HovLW6BgPCBsb,Roses,Outkast,['Outkast'],0.751,0.708,0,-5.653,1,0.0482,1.85e-05,0.107,0.509,108.97,369573,4,72
19,6gU9OKjOE7ghfEd55oRO57,The Weekend,SZA,['SZA'],0.4,0.366,8,-9.405,0,0.242,0.0,0.126,0.161,73.313,272187,3,75
20,7FYH5AW3bVfZHJIQpq3UOA,I Don't Fuck With You,Big Sean,"['Big Sean', 'E-40']",0.824,0.733,1,-5.474,1,0.0362,0.0,0.325,0.395,97.972,284387,4,75
21,3Q3myFA7q4Op95DOpHplaY,do re mi,blackbear,['blackbear'],0.745,0.593,8,-6.35,1,0.00522,5.25e-06,0.123,0.17,111.002,212027,3,76
22,3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,['Ariana Grande'],0.717,0.653,1,-5.634,1,0.229,0.0,0.101,0.412,106.966,207320,4,83
23,7CHIJREUYyM7vndBQE6iMy,Mr. Know It All,Kelly Clarkson,['Kelly Clarkson'],0.676,0.807,5,-5.131,1,0.0284,0.0,0.0701,0.443,95.956,232520,4,52
24,5mMjkxGijQB4JZallYrkOW,Single Ladies (Put a Ring on It),Beyoncé,['Beyoncé'],0.426,0.584,1,-5.293,1,0.0383,0.0,0.188,0.272,193.437,193213,4,61
25,56z2qI0gKcPthQF6l8AW3E,Bust Your Windows,Jazmine Sullivan,['Jazmine Sullivan'],0.683,0.664,5,-4.233,0,0.538,0.0,0.0671,0.866,106.991,266307,4,66
26,0Dw9z44gXhplDh5HCWZIxP,You Oughta Know,Alanis Morissette,['Alanis Morissette'],0.66,0.831,4,-8.195,1,0.204,0.0,0.736,0.43,105.32,249200,4,55
27,1nInOsHbtotAmEOQhtvnzP,Stronger (What Doesn't Kill You),Kelly Clarkson,['Kelly Clarkson'],0.562,0.939,0,-4.282,1,0.046,0.0,0.112,0.684,116.044,221947,4,75
28,3IBOHGcip3CdIehQJ8c9Nc,Hot N Cold,Katy Perry,['Katy Perry'],0.694,0.83,7,-4.098,1,6.29e-05,0.0,0.0704,0.824,132.004,220533,4,0
29,6lUY6MoqGgPnA27PHYxem5,Bulletproof,La Roux,['La Roux'],0.674,0.882,3,-2.771,0,0.000441,6.47e-05,0.068,0.682,123.016,205733,4,52
30,54bFM56PmE4YLRnqpW6Tha,Therefore I Am,Billie Eilish,['Billie Eilish'],0.889,0.34,11,-7.773,0,0.218,0.13,0.055,0.716,94.009,174321,4,89
31,5YLHLxoZsodDWjqSgjhBf3,Myself,Bazzi,['Bazzi'],0.745,0.561,9,-5.513,0,0.465,1.12e-06,0.0338,0.902,195.918,167553,4,73
32,77o1HdXHm1hLd7Ebe9ygd0,THAT BITCH,Bea Miller,['Bea Miller'],0.778,0.738,2,-2.164,1,0.0103,0.0,0.55,0.626,162.132,201102,4,70
33,4q9vIHlDyzwNtbKqgCHVIB,New,Ben Platt,['Ben Platt'],0.61,0.484,6,-6.254,0,0.456,0.0,0.0715,0.447,100.005,190480,4,49
34,4fJCpN7FSKLMt22aKQxSuJ,Eternal Sunshine,Epik High,['Epik High'],0.847,0.713,2,-6.267,1,0.188,0.0,0.0821,0.686,97.021,205389,4,47
35,0RZLmpEzGR2NHite6rvS5H,Space Ghost Coast To Coast,Glass Animals,['Glass Animals'],0.903,0.529,8,-9.901,1,0.105,0.00255,0.138,0.353,100.977,187384,4,63
36,2RlZSOZkBlNWc4WgI8q4Bc,Out of My Control,HONNE,['HONNE'],0.844,0.501,1,-8.307,0,0.0812,0.0151,0.361,0.576,134.002,294747,4,26
37,21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,['Post Malone'],0.695,0.762,0,-3.497,1,0.192,0.00244,0.0863,0.553,120.042,215280,4,88
38,33SNO8AaciGbNaQFkxvPrW,Kiwi,Harry Styles,['Harry Styles'],0.375,0.93,2,-2.631,1,0.00064,0.0,0.318,0.491,147.124,176387,4,79
39,5B9t3xqRqNzyb7MDNXOReG,Hot Sugar,Glass Animals,['Glass Animals'],0.705,0.487,0,-9.456,0,0.0837,0.028,0.303,0.34,88.616,234866,4,47
40,1GBmQKcza0uFT6g5HjXHcp,Heat Waves - Shakur Ahmad Remix,Glass Animals,"['Glass Animals', 'Shakur Ahmad']",0.754,0.591,8,-7.321,0,0.259,1.53e-05,0.151,0.494,100.047,198095,4,46
41,3Sj4lCOlYVeHpkvuc9W5Vn,Tokyo Drifting,Glass Animals,"['Glass Animals', 'Denzel Curry']",0.715,0.438,8,-9.874,0,0.12,0.000139,0.107,0.418,128.905,216822,4,60
42,6Vmow8PuUaU7W1T2WWLZk2,Go Gina,SZA,['SZA'],0.603,0.606,9,-6.634,1,0.799,0.0,0.391,0.462,80.176,161613,4,66
0,2VvTMIXG760UiG9OSiFt9j,Real Estate,Adam Melchor,['Adam Melchor'],0.493,0.284,2,-12.815,1,0.953,0.00739,0.151,0.199,79.959,216000,4,63
1,75GzLKzGuCPSayNucAoSC6,I Don't Wanna See You Cryin' Anymore,Adam Melchor,['Adam Melchor'],0.664,0.414,0,-11.931,1,0.874,0.0346,0.132,0.699,77.948,223728,4,50
2,5pAky6yeIwT5SKJroH9MVt,30 MINUTES,Adam Melchor,['Adam Melchor'],0.614,0.399,0,-7.597,1,0.816,1.78e-05,0.146,0.435,82.005,185330,4,47
3,3OO6rLLpPq2ps8nqPrIgXU,Plan On You,Adam Melchor,['Adam Melchor'],0.357,0.41,7,-12.721,1,0.781,0.617,0.125,0.494,141.572,208051,4,36
4,6nK2pIKFcRc5frrZKHgsiT,august,Taylor Swift,['Taylor Swift'],0.387,0.634,5,-9.222,1,0.553,6.93e-05,0.0931,0.42,89.567,261920,4,64
5,76mOLcXOjOEhyY4mMF1l3r,seven,Taylor Swift,['Taylor Swift'],0.602,0.494,4,-10.813,1,0.888,2.59e-05,0.0902,0.374,94.955,208907,4,61
6,3IhtE4fkytdrtEfV34UzkD,betty,Taylor Swift,['Taylor Swift'],0.595,0.376,0,-8.767,1,0.589,0.0,0.0989,0.476,95.946,294520,4,62
7,6DrLROM5MG9bxWHeEG5elq,illicit affairs,Taylor Swift,['Taylor Swift'],0.529,0.304,10,-10.567,1,0.862,0.0,0.108,0.44,119.58,190893,4,61
8,2ehRU518I0hYqMGQnk4lDY,invisible string,Taylor Swift,['Taylor Swift'],0.651,0.459,4,-11.128,0,0.859,6.63e-05,0.105,0.454,83.455,252880,4,61
9,3ZkleTkBBKIPKJh9jIqT7s,Donna,The Lumineers,['The Lumineers'],0.49,0.247,4,-10.481,1,0.96,1.78e-05,0.119,0.282,134.121,185973,4,54
10,4BzYMqZUzXpLz6TULBkAFI,Leader Of The Landslide,The Lumineers,['The Lumineers'],0.46,0.437,1,-8.822,1,0.804,1.65e-05,0.283,0.119,127.318,354840,5,54
11,2uAyzFxpALeS4o0S2NhuZW,Call Me Baby,Beach Bunny,['Beach Bunny'],0.522,0.225,6,-8.133,1,0.82,0.0,0.117,0.173,135.822,235404,4,47
12,0LXljhKMUgoLv8tLwZ1hmf,(You Make Me Feel Like) A Natural Woman,Carole King,['Carole King'],0.624,0.158,9,-13.059,1,0.953,0.00135,0.112,0.303,85.492,229067,3,61
13,45h4w81P5iJJTSeR0jJUQ8,She,dodie,['dodie'],0.479,0.154,2,-15.051,1,0.755,0.0261,0.11,0.232,92.457,213612,4,70
14,2AF5Kzxb4pz7j79Ity84pP,Night Shift,Lucy Dacus,['Lucy Dacus'],0.48,0.31,9,-7.887,1,0.312,1.47e-05,0.113,0.16,86.149,391829,4,12
15,2JXiyD1zucGdFmnTeYb5Ry,August (Acoustic),Flipturn,['Flipturn'],0.519,0.264,6,-12.782,1,0.23,0.154,0.113,0.0812,79.819,302000,4,52
16,49UDOG8DoBajXTJSTqfRMg,Kyoto,Phoebe Bridgers,['Phoebe Bridgers'],0.599,0.742,11,-6.886,1,0.0488,0.32,0.0916,0.493,131.014,184524,4,72
17,2IOFZdYYkFxEHVz1w34PoL,Cherry,Harry Styles,['Harry Styles'],0.53,0.512,7,-9.261,1,0.615,0.00453,0.129,0.411,95.946,259187,4,75
18,7cqzm8VPjWnhzdmkypGGsj,Garden in the Backyard,BL,['BL'],0.588,0.408,4,-12.947,1,0.572,0.0,0.367,0.521,131.962,228254,4,43
0,3PgZ3mM7KT9YubwfrYqb7H,My Lover,Birdtalker,['Birdtalker'],0.328,0.185,0,-12.1,1,0.83,7.3e-05,0.117,0.0923,71.454,269596,4,56
1,2dEVAvwPAJrWFErXxREGVX,Eres Tú,Carla Morrison,['Carla Morrison'],0.618,0.307,2,-10.875,1,0.806,0.0,0.108,0.458,188.115,228253,4,68
2,2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,Tracy Chapman,['Tracy Chapman'],0.692,0.422,2,-10.533,1,0.0811,0.0,0.0848,0.468,74.375,193120,4,73
3,2HO2bnoMrpnZUbUqiilLHi,The Promise,Tracy Chapman,['Tracy Chapman'],0.496,0.0975,1,-17.234,1,0.703,0.000714,0.0951,0.36,141.397,327867,4,57
4,6WiuIpuufnd80FpjA0ZCby,Hasta la Piel,Carla Morrison,['Carla Morrison'],0.632,0.353,9,-8.492,0,0.562,0.0,0.167,0.396,104.884,241627,4,61
5,2RmH5VLkfdILc6wTK1LWkH,Heavy,Birdtalker,['Birdtalker'],0.614,0.549,5,-6.986,1,0.286,2.64e-06,0.142,0.258,77.926,264151,4,53
6,7rPLZ8Krm6CZIbraFUlnWZ,Make You Feel My Love,Adele,['Adele'],0.325,0.18,10,-10.647,1,0.91,0.000633,0.113,0.0997,72.416,212040,1,0
7,3OIoLMnnWzAUORFQxRAhdF,You Matter to Me,Drew Gehling,"['Drew Gehling', 'Jessie Mueller']",0.43,0.231,4,-12.172,1,0.841,0.000704,0.116,0.153,102.241,261187,4,53
8,5mb6SzBnxv1ywFSH9V3uxd,Delicate,Damien Rice,['Damien Rice'],0.34,0.144,5,-14.502,1,0.684,0.00112,0.101,0.147,81.179,312067,4,50
9,70ihkWuXHvsWs1a2NByYJ8,You & I Both,Jason Mraz,['Jason Mraz'],0.597,0.345,7,-10.405,1,0.789,0.0,0.629,0.391,108.454,213893,4,37
10,3H3OMA1T5wlD28HnOjnNID,The Woman I Love - Live,Jason Mraz,['Jason Mraz'],0.586,0.299,4,-13.557,1,0.532,0.0,0.339,0.62,81.557,200266,4,29
11,4YutJsNwBBInE8vemufpQ8,"Girl Crush - Recorded at Metropolis Studios, London",Harry Styles,['Harry Styles'],0.468,0.197,4,-11.727,1,0.658,0.0,0.109,0.249,144.212,243805,3,74
12,4B1rpPmQXwj78wk6aIGwwU,Two Ghosts,Harry Styles,['Harry Styles'],0.386,0.407,6,-7.095,0,0.234,1.86e-06,0.0999,0.456,69.387,229813,4,74
13,3dho80fD9LVp471UuFHEEr,Mr. Brightside,Run River North,['Run River North'],0.387,0.182,2,-12.077,1,0.876,0.00302,0.115,0.163,122.351,272000,4,57
14,6I2iLtqLCdEKeoXpRv7is2,29 - Acoustic,Run River North,['Run River North'],0.696,0.46,10,-8.03,1,0.303,0.0,0.0936,0.243,152.151,211587,4,34
